South_24_Parganas,16207.0
Barddhaman,15821.0
Bhagalpur,14479.0
North 24 Parganas,11273.0
Gaya,10755.0
Katihar,9479.0
Patna,8945.0
Murshidabad,8656.0
Samastipur,8230.0
Nadia,8162.0
